driver_id,total_trips,total_earnings_usd,avg_trip_fare_usd,avg_tip_usd,avg_tip_rate,tip_take_rate,global_avg_tip_usd
D040460,2,0.0,62.595,3.13,0.05089904936583449,1.0,2.2615550567973792
D047025,1,68.1,68.1,2.62,0.03847283406754773,1.0,2.2615550567973792
D031131,2,74.06,37.03,0.83,0.022414258709154738,1.0,2.2615550567973792
D038614,1,66.97,66.97,1.69,0.025235179931312527,1.0,2.2615550567973792
D016154,1,0.0,59.38,2.29,0.03856517345907713,1.0,2.2615550567973792
D028942,3,55.59,57.56,1.9233333333333336,0.0397430496127584,1.0,2.2615550567973792
D042595,3,166.88,62.90333333333333,2.8466666666666662,0.08530310702987305,1.0,2.2615550567973792
D027781,6,181.44,44.086666666666666,1.3933333333333335,0.03181840021700979,1.0,2.2615550567973792
D041350,5,143.63,50.35,2.412,0.047747392027345126,1.0,2.2615550567973792
D022821,3,54.3,27.849999999999998,1.5033333333333332,0.054022760542097564,1.0,2.2615550567973792
D019071,2,84.21,62.099999999999994,2.91,0.059899638251208684,1.0,2.2615550567973792
D029861,1,0.0,17.06,4.87,0.28546307151230954,1.0,2.2615550567973792
D036336,4,55.800000000000004,45.97749999999999,2.3674999999999997,0.06614184436812248,1.0,2.2615550567973792
D039069,6,183.4,43.64833333333333,1.6066666666666662,0.03315897599117215,1.0,2.2615550567973792
D006282,7,287.62,54.94714285714286,2.485714285714286,0.04484297795824155,1.0,2.2615550567973792
D009550,2,28.47,55.06,4.13,0.09107456393651228,1.0,2.2615550567973792
D022665,13,562.66,46.33307692307692,1.9746153846153847,0.04151926627117555,1.0,2.2615550567973792
D002161,2,0.0,35.28,1.31,0.04187294482084716,1.0,2.2615550567973792
D015204,2,0.0,65.315,1.1,0.017367296597216836,1.0,2.2615550567973792
D027584,4,65.04,62.144999999999996,0.78,0.016465897291876086,1.0,2.2615550567973792
D018040,3,80.58,35.096666666666664,1.4800000000000002,0.045197993812395344,1.0,2.2615550567973792
D000829,1,0.0,46.98,4.32,0.09195402298850576,1.0,2.2615550567973792
D035206,1,65.29,65.29,1.32,0.020217491193138305,1.0,2.2615550567973792
D012340,2,80.8,40.4,1.07,0.026485148514851488,1.0,2.2615550567973792
D013863,2,75.81,57.465,2.37,0.05526307696914226,1.0,2.2615550567973792
D037645,4,77.94,51.23,2.27,0.048061386472604814,1.0,2.2615550567973792
D039454,2,54.739999999999995,27.369999999999997,2.4,0.08588072669826224,1.0,2.2615550567973792
D026875,3,140.38,67.32,3.5033333333333334,0.05220293737734058,1.0,2.2615550567973792
D029234,3,57.4,64.61333333333333,1.2699999999999998,0.024035552257768957,1.0,2.2615550567973792
D000002,6,296.40000000000003,57.341666666666676,1.6366666666666665,0.061442775885255756,1.0,2.2615550567973792
D014646,3,80.22,37.699999999999996,1.0366666666666666,0.030907477065806255,1.0,2.2615550567973792
D034597,3,44.85,40.25666666666667,0.6433333333333333,0.0176206262802855,1.0,2.2615550567973792
D014877,1,0.0,66.12,1.14,0.017241379310344824,1.0,2.2615550567973792
D007169,4,184.22000000000003,64.56500000000001,2.135,0.034360867156689075,1.0,2.2615550567973792
D006115,6,277.72999999999996,59.88333333333333,2.831666666666667,0.05041001225813805,1.0,2.2615550567973792
D040446,6,145.27,45.971666666666664,2.6599999999999997,0.05846867387115062,1.0,2.2615550567973792
D003809,4,159.18,49.900000000000006,1.04,0.02051396633874286,1.0,2.2615550567973792
D014891,4,179.54,67.82,3.14,0.04317370261246424,1.0,2.2615550567973792
D020957,1,0.0,68.53,1.14,0.01663505034291551,1.0,2.2615550567973792
D049257,5,128.01999999999998,39.541999999999994,0.9560000000000001,0.029056035005063707,1.0,2.2615550567973792
D016694,1,0.0,14.3,2.02,0.14125874125874124,1.0,2.2615550567973792
D026873,3,58.03,40.343333333333334,1.7366666666666666,0.03417016102782086,1.0,2.2615550567973792
D024135,4,221.86999999999998,62.372499999999995,1.5175,0.04128061370841466,1.0,2.2615550567973792
D034669,1,124.73,124.73,0.97,0.007776797883428204,1.0,2.2615550567973792
D042099,3,0.0,73.62333333333333,2.736666666666667,0.0424704758176065,1.0,2.2615550567973792
D020303,7,139.23,54.76285714285713,2.725714285714286,0.05559429577874218,1.0,2.2615550567973792
D017514,1,0.0,75.52,1.58,0.02092161016949153,1.0,2.2615550567973792
D047515,3,160.76,53.586666666666666,2.77,0.06849163203274773,1.0,2.2615550567973792
D027722,8,652.96,81.62,1.6900000000000002,0.0246556275505757,1.0,2.2615550567973792
D019499,4,198.32999999999998,74.32249999999999,2.0625,0.02716848095705853,1.0,2.2615550567973792
D016475,2,27.06,18.86,2.66,0.12047302291204731,1.0,2.2615550567973792
D013978,3,105.97,35.32333333333333,2.09,0.0684800004268037,1.0,2.2615550567973792
D023507,4,43.18,27.619999999999997,3.165,0.13285022168181357,1.0,2.2615550567973792
D046355,2,72.78,75.86500000000001,1.6400000000000001,0.022426283692897696,1.0,2.2615550567973792
D023275,2,160.36,80.18,1.44,0.017959590920429033,1.0,2.2615550567973792
D022756,2,44.26,40.91,1.11,0.02632847242574255,1.0,2.2615550567973792
D020940,1,0.0,48.32,1.28,0.026490066225165563,1.0,2.2615550567973792
D046313,2,0.0,65.68,3.08,0.04853782290947197,1.0,2.2615550567973792
D048745,3,106.84,44.833333333333336,1.3366666666666667,0.04495198582108978,1.0,2.2615550567973792
D049863,1,23.9,23.9,3.32,0.1389121338912134,1.0,2.2615550567973792
D000867,2,77.34,66.1,2.04,0.033397280578129095,1.0,2.2615550567973792
D019004,2,20.33,41.66,2.48,0.04919862122572412,1.0,2.2615550567973792
D010034,1,0.0,57.91,1.51,0.026074943878432053,1.0,2.2615550567973792
D043560,4,113.48,28.37,1.7275,0.060587422793736315,1.0,2.2615550567973792
D041724,3,25.69,47.45666666666667,2.25,0.06209769801470097,1.0,2.2615550567973792
D031578,3,137.5,45.833333333333336,1.01,0.02212985017815552,1.0,2.2615550567973792
D033047,5,81.42,56.67999999999999,2.4619999999999997,0.04779194574940981,1.0,2.2615550567973792
D014743,5,135.39,49.444,2.768,0.05616178561816415,1.0,2.2615550567973792
D048066,8,298.86,54.728750000000005,2.645,0.05117041406955884,1.0,2.2615550567973792
D039773,1,56.16,56.16,3.96,0.07051282051282051,1.0,2.2615550567973792
D003805,1,52.9,52.9,0.24,0.004536862003780718,1.0,2.2615550567973792
D042863,1,41.45,41.45,2.94,0.07092882991556092,1.0,2.2615550567973792
D014740,2,0.0,21.865000000000002,2.375,0.1093285394492313,1.0,2.2615550567973792
D020263,3,51.36,48.29333333333333,2.27,0.049544221504012616,1.0,2.2615550567973792
D041473,2,68.2,65.015,2.41,0.0378448759558775,1.0,2.2615550567973792
D008129,4,100.83000000000001,32.46,3.6675000000000004,0.12856258883839394,1.0,2.2615550567973792
D020321,2,78.36,57.735,1.08,0.01498829274170619,1.0,2.2615550567973792
D049993,4,163.45,40.8625,2.0425,0.04733330910970039,1.0,2.2615550567973792
D028268,3,99.1,33.03333333333333,1.0233333333333334,0.054856527073271745,1.0,2.2615550567973792
D007658,1,0.0,44.67,3.53,0.07902395343631072,1.0,2.2615550567973792
D039442,3,65.18,36.75333333333334,1.2133333333333332,0.03621005748511232,1.0,2.2615550567973792
D020522,2,0.0,54.25,2.925,0.0575049566914172,1.0,2.2615550567973792
D006672,4,90.58999999999999,30.269999999999996,0.2475,0.008219762787008414,1.0,2.2615550567973792
D000386,1,43.7,43.7,1.76,0.040274599542334096,1.0,2.2615550567973792
D021383,3,0.0,34.923333333333325,2.606666666666667,0.11826571506073424,1.0,2.2615550567973792
D040437,2,0.0,28.494999999999997,1.495,0.0533873029983757,1.0,2.2615550567973792
D003020,4,295.36,91.0625,1.0975,0.015356934677026887,1.0,2.2615550567973792
D045100,5,435.76,87.152,2.6659999999999995,0.036940788943847204,1.0,2.2615550567973792
D022656,2,43.58,59.98,1.35,0.02580422925828816,1.0,2.2615550567973792
D033648,3,194.73,64.91,1.7766666666666666,0.042719093195894,1.0,2.2615550567973792
D014036,5,31.44,36.388,2.2600000000000002,0.10385330319492925,1.0,2.2615550567973792
D037543,4,187.42000000000002,64.615,2.6325,0.03772472656398283,1.0,2.2615550567973792
D037038,1,0.0,20.26,2.97,0.14659427443237907,1.0,2.2615550567973792
D021808,2,77.89,38.945,2.535,0.09307182468947175,1.0,2.2615550567973792
D002876,1,82.83,82.83,0.51,0.006157189424121696,1.0,2.2615550567973792
D001180,4,248.5,62.125,1.255,0.020184028643621527,1.0,2.2615550567973792
D032169,4,219.63,66.53750000000001,2.7,0.04096448157646451,1.0,2.2615550567973792
D007793,3,203.74,67.91333333333334,2.9633333333333334,0.04383975197298329,1.0,2.2615550567973792
D039731,1,0.0,41.55,4.79,0.11528279181708785,1.0,2.2615550567973792
D041694,2,96.6,74.13499999999999,2.7750000000000004,0.04853027915249707,1.0,2.2615550567973792
D011830,1,73.01,73.01,2.66,0.0364333652924257,1.0,2.2615550567973792
D042719,6,30.05,36.87166666666667,2.933333333333333,0.09280053822668981,1.0,2.2615550567973792
D016159,1,0.0,57.09,0.52,0.009108425293396392,1.0,2.2615550567973792
D028737,3,71.86,45.699999999999996,1.71,0.03963174016920632,1.0,2.2615550567973792
D030557,2,54.34,51.135000000000005,2.87,0.05685182530252643,1.0,2.2615550567973792
D029218,2,39.86,19.93,0.16,0.008028098344204716,1.0,2.2615550567973792
D032154,5,259.25,51.85,2.7499999999999996,0.052517129771257845,1.0,2.2615550567973792
D015300,3,52.64,26.016666666666666,0.2833333333333333,0.011141394603677001,1.0,2.2615550567973792
D049572,2,46.85,43.125,2.39,0.0590253211188099,1.0,2.2615550567973792
D033287,1,0.0,57.46,0.7,0.012182387747998607,1.0,2.2615550567973792
D024622,5,120.12,50.402,3.042,0.06668415137474654,1.0,2.2615550567973792
D001532,1,0.0,60.25,0.64,0.010622406639004149,1.0,2.2615550567973792
D003632,2,62.54,51.29,1.155,0.02300573586950306,1.0,2.2615550567973792
D017819,2,160.85999999999999,80.42999999999999,1.545,0.015768145332136458,1.0,2.2615550567973792
D005043,2,73.88,36.94,1.52,0.04114780725500813,1.0,2.2615550567973792
D026862,3,105.64,53.78333333333334,2.1766666666666663,0.05040997015492882,1.0,2.2615550567973792
D027165,2,140.3,70.15,3.08,0.04390591589451176,1.0,2.2615550567973792
D011352,4,227.07,70.6525,1.7375,0.024273621822195827,1.0,2.2615550567973792
D044126,3,39.44,23.396666666666665,0.7166666666666668,0.02500393036384725,1.0,2.2615550567973792
D038129,2,68.87,48.540000000000006,1.855,0.04870024938456813,1.0,2.2615550567973792
D025524,1,36.65,36.65,2.24,0.061118690313779,1.0,2.2615550567973792
D008880,2,143.48,71.74,0.45,0.006272651240591023,1.0,2.2615550567973792
D016413,1,72.32,72.32,1.71,0.02364491150442478,1.0,2.2615550567973792
D040627,5,79.86,44.220000000000006,1.4659999999999997,0.03584990255495138,1.0,2.2615550567973792
D043725,6,231.42000000000002,48.681666666666665,2.8633333333333333,0.06369492925560845,1.0,2.2615550567973792
D021692,3,100.96,45.5,2.92,0.0702681797992946,1.0,2.2615550567973792
D019124,2,63.32,31.66,0.56,0.017687934301958308,1.0,2.2615550567973792
D032988,2,113.98,100.875,2.785,0.027250552742543233,1.0,2.2615550567973792
D024891,4,104.6,45.05,3.1399999999999997,0.07809830069581164,1.0,2.2615550567973792
D045070,1,0.0,55.89,2.08,0.03721595992127393,1.0,2.2615550567973792
D007991,1,89.43,89.43,4.39,0.04908867270490886,1.0,2.2615550567973792
D024194,1,0.0,40.96,1.4,0.0341796875,1.0,2.2615550567973792
D005104,2,136.76,68.38,2.035,0.02766592833812513,1.0,2.2615550567973792
D022590,5,305.37,96.53200000000001,4.104,0.042151896938834595,1.0,2.2615550567973792
D021832,2,0.0,77.84,1.265,0.01698005123745037,1.0,2.2615550567973792
D008902,1,19.73,19.73,3.95,0.2002027369488089,1.0,2.2615550567973792
D009076,2,45.48,44.34,1.1400000000000001,0.025361880680152448,1.0,2.2615550567973792
D029380,2,159.51,79.755,1.5,0.016975982763846084,1.0,2.2615550567973792
D044515,3,0.0,54.75,1.8366666666666667,0.03666122043720446,1.0,2.2615550567973792
D007504,1,19.09,19.09,2.02,0.10581456259821896,1.0,2.2615550567973792
D036177,1,0.0,62.38,3.95,0.06332157742866304,1.0,2.2615550567973792
D046734,2,108.07,54.035,1.81,0.03256391476345071,1.0,2.2615550567973792
D037550,5,82.4,58.43000000000001,1.848,0.03802649996998293,1.0,2.2615550567973792
D048161,3,117.96000000000001,39.32,1.93,0.04908443540183113,1.0,2.2615550567973792
D048168,4,133.71,33.4275,1.335,0.08260705692050045,1.0,2.2615550567973792
D005258,3,103.74,49.07,1.59,0.035161296030861246,1.0,2.2615550567973792
D007772,6,284.22,47.370000000000005,1.4433333333333334,0.030134236348510795,1.0,2.2615550567973792
D004228,1,0.0,147.81,2.38,0.016101752249509504,1.0,2.2615550567973792
D004067,2,101.3,86.705,3.425,0.04104328516417347,1.0,2.2615550567973792
D038964,4,98.74,69.63749999999999,3.9574999999999996,0.07736722283822328,1.0,2.2615550567973792
D029113,1,34.18,34.18,0.82,0.02399063779988297,1.0,2.2615550567973792
D045699,2,135.8,67.9,3.51,0.05169366715758467,1.0,2.2615550567973792
D033639,2,0.0,55.425,3.1,0.05870555509653254,1.0,2.2615550567973792
D037618,1,67.95,67.95,0.47,0.006916850625459896,1.0,2.2615550567973792
D023137,2,82.56,41.28,1.105,0.02595170749084181,1.0,2.2615550567973792
D021500,5,165.06,59.7,1.8379999999999999,0.032462369529950436,1.0,2.2615550567973792
D045222,4,173.62,70.57000000000001,2.995,0.051529076483037034,1.0,2.2615550567973792
D045772,3,144.71999999999997,48.23999999999999,2.7466666666666666,0.05721267699750082,1.0,2.2615550567973792
D045443,7,327.0,57.30571428571428,2.0785714285714283,0.03853631274931437,1.0,2.2615550567973792
D018772,2,86.86,43.43,4.71,0.10845037992171311,1.0,2.2615550567973792
D024240,2,0.0,42.855,0.52,0.01300815070845198,1.0,2.2615550567973792
D026532,3,161.97,53.99,1.75,0.0324134098907205,1.0,2.2615550567973792
D041161,2,87.28,43.64,3.04,0.06966086159486709,1.0,2.2615550567973792
D033194,3,55.94,26.813333333333333,2.32,0.08686196824099679,1.0,2.2615550567973792
D005822,2,46.78,23.39,1.98,0.08465156049593843,1.0,2.2615550567973792
D027474,4,95.58,41.052499999999995,1.6800000000000002,0.05246487134402672,1.0,2.2615550567973792
D036134,3,54.86,27.899999999999995,3.236666666666667,0.11584065790802091,1.0,2.2615550567973792
D045167,1,0.0,21.31,2.69,0.12623181604880337,1.0,2.2615550567973792
D036021,2,0.0,67.905,2.2,0.033391340247130356,1.0,2.2615550567973792
D015517,6,246.23000000000002,41.038333333333334,2.645,0.058756947386267334,1.0,2.2615550567973792
D015812,3,0.0,36.14666666666666,1.4633333333333332,0.051331194901904846,1.0,2.2615550567973792
D037991,2,28.57,28.86,1.385,0.04762777589994423,1.0,2.2615550567973792
D021717,5,162.02,38.248000000000005,3.8620000000000005,0.11704686962234565,1.0,2.2615550567973792
D047817,12,441.9999999999999,45.06666666666666,1.1891666666666667,0.028242204474145813,1.0,2.2615550567973792
D034070,3,129.36,88.00999999999999,3.393333333333333,0.042150677080347,1.0,2.2615550567973792
D013698,3,17.84,31.036666666666665,2.703333333333333,0.12521017957701805,1.0,2.2615550567973792
D035669,3,55.11,18.37,0.05000000000000001,0.0027218290691344584,1.0,2.2615550567973792
D039402,1,79.55,79.55,4.58,0.057573852922690134,1.0,2.2615550567973792
D036887,4,192.85,69.6225,1.59,0.018310105050714474,1.0,2.2615550567973792
D037485,3,0.0,38.406666666666666,1.3866666666666667,0.047939926720547255,1.0,2.2615550567973792
D034473,6,0.0,66.34666666666666,3.5666666666666664,0.06384995836740003,1.0,2.2615550567973792
D029618,2,46.29,55.465,2.7350000000000003,0.05135690780678846,1.0,2.2615550567973792
D029211,3,96.82,39.23333333333333,1.7466666666666668,0.07239514122532023,1.0,2.2615550567973792
D009074,3,53.35,55.53,2.223333333333333,0.041716544156037615,1.0,2.2615550567973792
D042406,3,55.84,55.550000000000004,1.9766666666666666,0.03748592783865479,1.0,2.2615550567973792
D017155,5,78.91,34.848,2.068,0.06747591314611037,1.0,2.2615550567973792
D023864,2,112.82,92.71,2.545,0.03090578473328147,1.0,2.2615550567973792
D047385,3,153.14999999999998,51.04999999999999,4.406666666666666,0.0895461165389579,1.0,2.2615550567973792
D014703,3,119.47,71.72333333333334,1.75,0.030397643500716567,1.0,2.2615550567973792
D003657,1,47.18,47.18,3.47,0.07354811360746079,1.0,2.2615550567973792
D023684,5,159.0,44.598,1.4240000000000002,0.040043723578479004,1.0,2.2615550567973792
D017410,3,0.0,44.800000000000004,1.05,0.02245351436333429,1.0,2.2615550567973792
D009023,2,0.0,58.55,2.64,0.0533353930313383,1.0,2.2615550567973792
D018560,3,160.48,80.24,0.47,0.005857427716849451,1.0,2.2615550567973792
D044437,2,0.0,67.61,2.245,0.03676422778435114,1.0,2.2615550567973792
D036173,3,124.22,62.423333333333325,2.646666666666667,0.04270923073363081,1.0,2.2615550567973792
D030195,3,132.81,44.27,2.01,0.04540320758978992,1.0,2.2615550567973792
D047545,2,33.53,50.885,1.4,0.03962987074968122,1.0,2.2615550567973792
D049054,1,0.0,62.13,1.41,0.022694350555287297,1.0,2.2615550567973792
D015293,10,680.0,81.872,2.1439999999999997,0.033392492810431426,1.0,2.2615550567973792
D022437,3,84.86,48.84,2.0100000000000002,0.04362350948909841,1.0,2.2615550567973792
D009804,1,0.0,64.37,3.3,0.051266117756718965,1.0,2.2615550567973792
D030642,2,150.68,75.34,0.04,0.0005309264666843643,1.0,2.2615550567973792
D000834,3,56.47,55.49,3.19,0.0578531628073544,1.0,2.2615550567973792
D034623,2,198.36,99.18,1.86,0.018753781004234724,1.0,2.2615550567973792
D036406,5,249.98999999999998,63.879999999999995,1.7440000000000002,0.027465924501581373,1.0,2.2615550567973792
D012986,3,37.16,34.026666666666664,3.0,0.14379177949908709,1.0,2.2615550567973792
D045047,3,78.28,54.79,3.33,0.06766225384861525,1.0,2.2615550567973792
D003118,1,21.07,21.07,0.87,0.04129093497864262,1.0,2.2615550567973792
D008557,2,67.26,33.63,2.82,0.0838537020517395,1.0,2.2615550567973792
D034492,1,0.0,23.35,0.32,0.013704496788008565,1.0,2.2615550567973792
D014486,6,89.07,43.330000000000005,1.6783333333333335,0.04301647338485381,1.0,2.2615550567973792
D023073,2,144.94,72.47,3.65,0.05036566855250448,1.0,2.2615550567973792
D044054,5,225.53,52.614,2.326,0.04270313111347301,1.0,2.2615550567973792
D033945,2,62.12,31.06,1.37,0.044108177720540896,1.0,2.2615550567973792
D012846,2,40.54,20.27,2.45,0.12086827824370992,1.0,2.2615550567973792
D027922,3,43.34,33.35666666666667,1.14,0.034841787328457254,1.0,2.2615550567973792
D048816,2,0.0,50.11,2.415,0.05771977924018412,1.0,2.2615550567973792
D014649,2,28.99,53.855,4.045,0.09257040292138864,1.0,2.2615550567973792
D019083,4,183.76,86.96,2.6325,0.0314994898802123,1.0,2.2615550567973792
D013634,2,77.74,38.87,0.12,0.0030872137895549268,1.0,2.2615550567973792
D048590,2,36.08,41.45,2.98,0.06946539371902204,1.0,2.2615550567973792
D037772,2,0.0,64.75,2.1550000000000002,0.0429480567221155,1.0,2.2615550567973792
D034206,5,126.8,67.66,2.382,0.03584071438146931,1.0,2.2615550567973792
D045584,1,0.0,59.78,1.48,0.024757443961191034,1.0,2.2615550567973792
D036465,1,0.0,32.38,2.78,0.0858554663372452,1.0,2.2615550567973792
D023866,2,0.0,37.459999999999994,3.08,0.08059442083497045,1.0,2.2615550567973792
D004630,5,227.9,51.71,2.298,0.059358772169910104,1.0,2.2615550567973792
D020395,1,0.0,31.58,3.48,0.11019632678910704,1.0,2.2615550567973792
D049119,1,0.0,60.8,0.88,0.014473684210526316,1.0,2.2615550567973792
D019054,1,0.0,60.56,2.07,0.034180977542932624,1.0,2.2615550567973792
D012516,1,0.0,64.42,4.54,0.07047500776156473,1.0,2.2615550567973792
D041495,1,0.0,32.91,1.43,0.04345183834700699,1.0,2.2615550567973792
D044815,3,142.76,74.26333333333334,2.8699999999999997,0.0385871339155634,1.0,2.2615550567973792
D033487,1,0.0,37.57,4.95,0.13175405908969923,1.0,2.2615550567973792
D014651,4,100.46,53.4975,2.2725,0.045287474529108675,1.0,2.2615550567973792
D043468,1,26.9,26.9,3.64,0.13531598513011153,1.0,2.2615550567973792
D023833,2,51.48,46.08,2.265,0.04621521546300308,1.0,2.2615550567973792
D030406,1,70.24,70.24,1.54,0.0219248291571754,1.0,2.2615550567973792
D008436,4,54.58,38.845,1.255,0.0376182029633883,1.0,2.2615550567973792
D044106,1,0.0,117.83,4.95,0.04200967495544428,1.0,2.2615550567973792
D036003,2,100.53,50.265,2.885,0.053257193256022184,1.0,2.2615550567973792
D009630,3,42.98,48.10333333333333,2.1033333333333335,0.04731477131220344,1.0,2.2615550567973792
D028292,5,240.01,64.974,2.7380000000000004,0.04261160904320789,1.0,2.2615550567973792
D013072,3,336.79,112.26333333333334,1.9933333333333334,0.024259735708784456,1.0,2.2615550567973792
D018774,3,131.5,56.593333333333334,1.3966666666666667,0.033211292153209025,1.0,2.2615550567973792
D013754,2,95.2,47.6,0.26,0.0054621848739495795,1.0,2.2615550567973792
D047941,4,46.13,54.11,3.545,0.07938308281266347,1.0,2.2615550567973792
D029787,4,276.05,69.0125,3.15,0.04549722729576867,1.0,2.2615550567973792
D031666,3,55.35,49.89666666666667,2.483333333333333,0.04922839908810123,1.0,2.2615550567973792
D018308,2,88.33,72.52,2.865,0.03931569394303591,1.0,2.2615550567973792
D042895,2,143.54000000000002,71.77000000000001,1.49,0.021422304462776563,1.0,2.2615550567973792
D034466,4,223.7,55.925,3.475,0.12132717501410005,1.0,2.2615550567973792
D019925,2,114.78,57.39,4.12,0.07178951036765988,1.0,2.2615550567973792
D041758,4,269.21,67.3025,3.73,0.06398787149739184,1.0,2.2615550567973792
D030623,2,0.0,18.2,2.265,0.13112366643988363,1.0,2.2615550567973792
D002875,1,31.53,31.53,4.64,0.1471614335553441,1.0,2.2615550567973792
D018419,5,333.68999999999994,73.224,3.6440000000000006,0.06685538755171934,1.0,2.2615550567973792
D030102,2,198.3,99.15,0.5800000000000001,0.007702621003591878,1.0,2.2615550567973792
D033934,4,0.0,57.8975,1.97,0.042278410123287424,1.0,2.2615550567973792
D040815,2,62.79,73.135,2.4299999999999997,0.03453614901032663,1.0,2.2615550567973792
D019207,1,0.0,56.98,3.21,0.056335556335556335,1.0,2.2615550567973792
D002929,2,111.66,55.83,0.61,0.01092602543435429,1.0,2.2615550567973792
D048867,3,196.17000000000002,65.39,2.38,0.0363970025997859,1.0,2.2615550567973792
D011643,1,0.0,26.72,2.59,0.09693113772455089,1.0,2.2615550567973792
D033708,5,137.55,46.654,1.1,0.02989278519446214,1.0,2.2615550567973792
D027906,1,0.0,40.85,3.51,0.08592411260709913,1.0,2.2615550567973792
D017198,4,275.46,68.865,2.9425,0.0421081174992798,1.0,2.2615550567973792
D023554,3,141.38,47.126666666666665,1.23,0.025925045700490524,1.0,2.2615550567973792
D024956,3,70.76,44.35,2.2866666666666666,0.06438740631684321,1.0,2.2615550567973792
D045496,1,0.0,19.9,0.54,0.0271356783919598,1.0,2.2615550567973792
D000054,1,0.0,24.06,2.43,0.10099750623441398,1.0,2.2615550567973792
D009450,9,279.89,45.13777777777778,2.617777777777778,0.06401363213861917,1.0,2.2615550567973792
D044039,2,12.06,31.970000000000002,1.635,0.11616087514112808,1.0,2.2615550567973792
D013143,3,110.62,51.28,3.676666666666667,0.07431297515025669,1.0,2.2615550567973792
D033980,5,382.61,76.522,3.5020000000000002,0.057769839962903004,1.0,2.2615550567973792
