trip_date,trips,active_drivers,active_riders,total_revenue_usd,avg_revenue_per_trip_usd
2020-05-11,33,21,21,915.96,38.165
2020-05-12,38,31,31,1586.22,52.874
2020-05-13,59,47,47,2014.8100000000002,53.02131578947369
2020-05-14,21,19,19,629.79,52.482499999999995
2020-05-15,35,29,29,941.35,40.92826086956522
2020-05-16,33,28,28,1049.1399999999999,58.28555555555555
2020-05-17,50,38,38,1875.6599999999999,52.10166666666666
2020-05-18,47,33,33,1324.4300000000005,42.72354838709679
2020-05-19,38,30,30,1237.9199999999998,42.68689655172413
2020-05-20,50,36,36,1762.18,48.949444444444445
2020-05-21,38,31,31,1243.98,47.84538461538462
2020-05-22,35,28,28,1204.5300000000004,50.18875000000002
2020-05-23,43,37,37,1412.8299999999997,58.86791666666665
2020-05-24,29,23,23,933.4400000000002,54.90823529411766
2020-05-25,51,35,35,1879.46,49.45947368421053
2020-05-26,55,40,40,1896.100000000001,52.66944444444447
2020-05-27,37,26,26,1526.67,50.889
2020-05-28,27,21,21,867.9600000000002,45.6821052631579
2020-05-29,1,1,1,0.0,
2020-06-01,46,33,33,1747.4700000000003,47.22891891891893
2020-06-02,43,36,36,1601.7199999999996,57.204285714285696
2020-06-03,46,40,40,1785.6699999999998,51.01914285714285
2020-06-04,45,35,35,1307.4399999999996,42.17548387096773
2020-06-05,32,23,23,1418.52,54.558461538461536
2020-06-06,56,41,41,2349.290000000001,52.206444444444465
2020-06-07,25,22,22,820.06,51.25375
2020-06-08,32,26,26,1193.69,56.84238095238096
2020-06-09,48,35,35,1740.4400000000005,52.740606060606076
2020-06-10,44,30,30,1290.1499999999996,37.94558823529411
2020-06-11,42,32,32,1179.5200000000004,40.673103448275874
2020-06-12,42,28,28,1991.0999999999997,56.88857142857142
2020-06-13,39,28,28,1390.95,55.638000000000005
2020-06-14,40,31,31,1324.34,47.29785714285714
2020-06-15,43,35,35,1474.7400000000002,56.72076923076924
2020-06-16,31,25,25,677.04,42.315
2020-06-17,34,25,25,1298.48,51.9392
2020-06-18,33,29,29,806.78,36.67181818181818
2020-06-19,51,39,39,1990.7600000000002,53.80432432432433
2020-06-20,39,29,29,1552.3899999999999,50.07709677419354
2020-06-21,45,32,32,1640.9800000000005,51.280625000000015
2020-06-22,28,22,22,862.9299999999998,45.41736842105262
2020-06-23,41,35,35,1071.52,48.70545454545454
2020-06-24,28,24,24,644.74,40.29625
2020-06-25,43,33,33,1304.14,48.30148148148149
2020-06-26,26,20,20,812.13,42.74368421052632
2020-06-27,34,30,30,1093.61,49.70954545454545
2020-06-28,45,38,38,1301.0799999999997,43.36933333333332
2020-07-01,31,24,24,876.0999999999998,46.110526315789464
2020-07-02,45,33,33,1297.2299999999998,48.045555555555545
2020-07-03,46,36,36,1506.84,51.959999999999994
2020-07-04,22,17,17,1169.8100000000002,64.98944444444446
2020-07-05,38,32,32,1089.1000000000001,47.35217391304349
2020-07-06,43,31,31,1498.3,44.067647058823525
2020-07-07,40,31,31,1540.0599999999997,57.03925925925925
2020-07-08,44,41,41,1183.4300000000003,53.79227272727274
2020-07-09,46,33,33,2356.7499999999995,69.31617647058822
2020-07-10,40,30,30,1357.27,43.78290322580645
2020-07-11,38,34,34,1034.8600000000001,47.039090909090916
2020-07-12,49,36,36,1396.9999999999995,41.08823529411763
2020-07-13,34,28,28,918.52,43.73904761904762
2020-07-14,38,30,30,1152.49,42.684814814814814
2020-07-15,30,27,28,731.2100000000002,43.01235294117648
2020-07-16,36,30,30,1043.18,49.6752380952381
2020-07-17,28,18,18,764.8599999999999,38.242999999999995
2020-07-18,29,27,27,844.1899999999999,60.29928571428571
2020-07-19,45,43,43,976.9400000000002,42.47565217391305
2020-07-20,45,36,36,1346.29,49.86259259259259
2020-07-21,45,35,35,1581.7999999999997,49.43124999999999
2020-07-22,24,21,21,498.0799999999999,45.279999999999994
2020-07-23,46,33,33,1547.6499999999999,45.51911764705882
2020-07-24,45,37,37,1207.5399999999997,41.63931034482758
2020-07-25,47,33,33,1599.39,45.69685714285715
2020-07-26,41,30,30,1353.7699999999995,48.34892857142855
2020-07-27,41,36,36,876.6200000000001,41.74380952380953
2020-07-28,53,46,46,2055.1300000000006,55.54405405405407
2020-08-01,41,31,31,1504.0400000000002,60.16160000000001
2020-08-02,33,22,22,1355.58,52.137692307692305
2020-08-03,49,41,41,1731.9800000000002,54.12437500000001
2020-08-04,28,24,24,718.6499999999999,42.2735294117647
2020-08-05,41,33,33,1513.1,52.175862068965515
2020-08-06,39,28,28,1222.8700000000001,48.91480000000001
2020-08-07,27,21,21,1121.03,56.0515
2020-08-08,39,32,32,833.36,46.29777777777778
2020-08-09,44,36,36,1459.4,52.121428571428574
2020-08-10,38,26,26,1836.0600000000004,55.63818181818183
2020-08-11,44,41,41,1281.3899999999999,49.28423076923077
2020-08-12,44,37,37,1497.2900000000002,46.790312500000006
2020-08-13,45,38,38,2044.7399999999998,70.50827586206896
2020-08-14,24,23,23,608.4499999999999,50.70416666666666
2020-08-15,34,24,24,1442.0800000000002,57.68320000000001
2020-08-16,41,27,27,1585.31,46.62676470588235
2020-08-17,42,32,32,2003.4100000000003,60.70939393939395
2020-08-18,36,26,26,988.9299999999997,42.996956521739115
2020-08-19,38,32,32,995.6600000000001,49.783
2020-08-20,50,35,35,1658.6100000000001,47.38885714285715
2020-08-21,48,35,35,1824.2999999999995,55.28181818181817
2020-08-22,37,29,29,1149.63,45.985200000000006
2020-08-23,55,39,39,2224.61,57.04128205128205
2020-08-24,42,28,28,1570.4900000000005,49.077812500000014
2020-08-25,33,24,24,1044.79,47.49045454545455
2020-08-26,51,41,41,1512.5199999999998,45.83393939393939
2020-08-27,54,39,39,2601.4,63.44878048780488
2020-08-28,58,45,45,1721.3899999999999,50.62911764705882
2020-09-01,29,21,21,813.3599999999998,42.808421052631566
2020-09-02,42,30,30,1395.8399999999997,45.02709677419354
2020-09-03,44,35,35,1593.3899999999999,45.52542857142857
2020-09-04,37,28,28,1255.3199999999997,54.5791304347826
2020-09-05,46,33,33,1196.4400000000005,42.73000000000002
2020-09-06,32,29,29,833.0000000000001,46.277777777777786
2020-09-07,53,38,38,1741.0999999999992,47.056756756756734
2020-09-08,51,40,40,1296.0100000000004,41.8067741935484
2020-09-09,36,34,34,856.55,50.38529411764706
2020-09-10,31,28,28,1161.3900000000003,58.06950000000002
2020-09-11,53,39,39,2004.1699999999996,58.94617647058823
2020-09-12,46,32,32,1725.01,52.2730303030303
2020-09-13,36,28,28,1370.18,59.57304347826087
2020-09-14,46,37,37,2100.65,52.51625
2020-09-15,37,28,28,1193.5400000000002,44.205185185185194
2020-09-16,41,36,36,1366.4500000000003,52.55576923076924
2020-09-17,38,35,35,1112.49,55.6245
2020-09-18,32,19,19,1344.4900000000002,53.77960000000001
2020-09-19,41,34,34,1442.84,53.438518518518514
2020-09-20,34,31,31,1094.48,54.724000000000004
2020-09-21,34,23,23,1362.7499999999998,48.66964285714285
2020-09-22,34,27,27,1022.6500000000003,42.61041666666668
2020-09-23,31,26,26,1056.08,50.28952380952381
2020-09-24,39,35,35,964.8100000000002,43.85500000000001
2020-09-25,46,34,34,1306.42,42.142580645161296
2020-09-26,34,27,27,1278.72,55.59652173913044
2020-09-27,41,32,32,1367.8100000000002,48.85035714285715
2020-09-28,43,39,39,1236.89,49.47560000000001
2020-09-29,4,2,2,253.95000000000002,84.65
2020-10-01,45,37,37,1130.7,51.39545454545455
2020-10-02,50,40,40,1722.7100000000005,57.42366666666668
2020-10-03,54,40,40,1993.1299999999997,56.94657142857142
2020-10-04,41,32,32,1281.8100000000002,45.77892857142858
2020-10-05,62,46,46,2252.35,56.308749999999996
2020-10-06,36,32,32,1571.78,60.45307692307692
2020-10-07,39,31,31,1328.1299999999999,49.19
2020-10-08,55,36,36,1801.67,43.94317073170732
2020-10-09,60,41,41,2301.059999999999,52.29681818181816
2020-10-10,51,42,42,1473.06,44.63818181818181
2020-10-11,50,39,39,1758.7,58.623333333333335
2020-10-12,40,31,31,1375.2499999999998,50.935185185185176
2020-10-13,44,34,34,1381.25,49.330357142857146
2020-10-14,36,25,25,1215.4499999999996,41.91206896551723
2020-10-15,38,30,30,1663.3,55.443333333333335
2020-10-16,42,35,35,1159.5500000000002,48.31458333333334
2020-10-17,44,30,30,1695.0800000000004,48.43085714285716
2020-10-18,34,24,24,1109.47,44.3788
2020-10-19,54,39,39,1954.9900000000002,55.85685714285715
2020-10-20,58,43,43,2042.8700000000003,49.82609756097562
2020-10-21,48,40,40,1285.11,45.89678571428571
2020-10-22,41,36,36,974.24,40.593333333333334
2020-10-23,52,42,42,1446.66,42.54882352941177
2020-10-24,48,36,36,1880.9100000000003,58.77843750000001
2020-10-25,31,25,25,938.8399999999999,49.41263157894736
2020-10-26,41,32,32,1107.3700000000003,50.335000000000015
2020-10-27,45,36,36,1296.8400000000001,48.031111111111116
2020-10-28,33,26,26,1226.3,49.052
2020-10-29,2,1,1,141.3,70.65
2020-11-01,41,35,35,1010.9400000000003,38.882307692307705
2020-11-02,55,36,36,1891.9900000000005,45.04738095238096
2020-11-03,34,33,33,798.82,44.378888888888895
2020-11-04,30,24,24,891.6099999999998,44.58049999999999
2020-11-05,41,32,32,1190.47,39.68233333333333
2020-11-06,30,27,27,920.5799999999999,46.028999999999996
2020-11-07,63,44,44,2732.6099999999988,58.140638297872314
2020-11-08,50,37,37,2305.9799999999996,62.323783783783774
2020-11-09,24,21,21,674.12,39.654117647058825
2020-11-10,48,40,40,1476.0200000000002,49.20066666666667
2020-11-11,41,36,36,1365.8600000000004,54.634400000000014
2020-11-12,50,39,39,1546.8199999999995,40.7057894736842
2020-11-13,57,41,41,1900.1,44.188372093023254
2020-11-14,49,37,37,1638.9999999999998,46.82857142857142
2020-11-15,42,30,30,1459.4900000000002,52.12464285714287
2020-11-16,44,39,39,1229.19,49.1676
2020-11-17,46,36,36,1622.7099999999996,46.36314285714285
2020-11-18,41,30,30,1455.8300000000002,60.65958333333334
2020-11-19,35,28,28,1021.2900000000001,42.55375
2020-11-20,31,25,25,927.49,44.16619047619048
2020-11-21,20,17,17,622.3600000000001,44.454285714285724
2020-11-22,47,29,29,1932.8099999999993,50.86342105263156
2020-11-23,34,27,27,983.21,44.69136363636364
2020-11-24,46,33,34,1230.22,38.444375
2020-11-25,37,30,30,1055.35,40.590384615384615
2020-11-26,38,30,30,926.13,40.26652173913043
2020-11-27,30,25,25,782.59,52.17266666666667
2020-11-28,46,37,37,1190.7500000000002,49.61458333333334
2020-11-29,3,2,2,107.38,53.69
2020-12-01,44,32,32,1903.6299999999999,61.40741935483871
2020-12-02,41,35,35,1100.0300000000002,39.28678571428572
2020-12-03,30,24,24,1016.1200000000001,53.480000000000004
2020-12-04,47,36,36,1219.0299999999997,40.63433333333332
2020-12-05,42,29,29,1692.2699999999995,54.58935483870966
2020-12-06,42,30,30,1155.0799999999995,44.426153846153824
2020-12-07,51,41,41,1353.0599999999997,46.657241379310335
2020-12-08,42,36,35,1443.1300000000006,55.505000000000024
2020-12-09,47,39,39,1589.54,56.769285714285715
2020-12-10,34,27,27,1281.2600000000002,55.70695652173914
2020-12-11,35,28,28,1336.34,49.49407407407407
2020-12-12,31,29,29,857.31,47.62833333333333
2020-12-13,50,34,34,1403.7500000000005,41.28676470588237
2020-12-14,46,37,37,1430.03,47.66766666666667
2020-12-15,37,34,34,1227.5600000000002,53.37217391304348
2020-12-16,51,38,38,2090.3500000000004,59.72428571428573
2020-12-17,45,39,39,1251.8599999999997,46.365185185185176
2020-12-18,40,33,33,1122.1599999999999,43.16
2020-12-19,41,32,32,1434.4099999999999,47.81366666666666
2020-12-20,48,33,34,1789.4500000000003,52.630882352941185
2020-12-21,50,36,36,1659.5100000000004,44.85162162162163
2020-12-22,55,36,36,2255.5300000000007,51.26204545454547
2020-12-23,63,43,43,2388.3699999999985,53.07488888888886
2020-12-24,54,39,39,1878.8000000000002,46.970000000000006
2020-12-25,40,37,37,785.2199999999999,41.327368421052626
2020-12-26,36,31,31,793.6899999999998,44.09388888888888
2020-12-27,31,26,26,1051.17,47.780454545454546
2020-12-28,38,32,32,1250.71,48.10423076923077
2020-12-29,1,1,1,0.0,
2021-01-01,35,27,27,1311.2300000000002,52.44920000000001
2021-01-02,44,34,34,1723.9800000000002,47.88833333333334
2021-01-03,52,38,38,1737.0900000000006,52.639090909090925
2021-01-04,44,32,32,1720.4000000000005,49.15428571428573
2021-01-05,41,34,34,1196.5999999999997,47.86399999999999
2021-01-06,25,22,22,744.58,53.184285714285714
2021-01-07,37,29,29,1101.0900000000001,42.34961538461539
2021-01-08,34,30,30,1005.61,47.88619047619048
2021-01-09,63,44,44,2511.0599999999995,51.246122448979584
2021-01-10,43,31,31,1813.74,54.96181818181818
2021-01-11,31,21,21,977.1500000000001,54.28611111111112
2021-01-12,48,37,37,1540.5400000000002,44.01542857142858
2021-01-13,43,38,38,1204.2899999999997,52.360434782608685
2021-01-14,43,31,31,1563.36,50.43096774193548
2021-01-15,38,28,28,1201.3800000000003,42.906428571428584
2021-01-16,62,46,46,1890.0100000000002,42.95477272727273
2021-01-17,35,31,31,982.1199999999998,49.10599999999999
2021-01-18,47,38,38,1599.1999999999998,47.035294117647055
2021-01-19,48,38,38,1728.8300000000002,55.76870967741936
2021-01-20,48,38,38,1487.9600000000007,46.49875000000002
2021-01-21,49,34,34,1313.11,43.77033333333333
2021-01-22,36,30,30,1042.9999999999998,43.45833333333332
2021-01-23,50,35,35,2110.72,57.04648648648648
2021-01-24,57,40,40,1818.3100000000004,43.29309523809525
2021-01-25,44,35,35,1359.0899999999997,48.53892857142856
2021-01-26,50,42,42,1345.83,43.413870967741936
2021-01-27,37,27,27,1309.2000000000003,46.75714285714287
2021-01-28,46,29,29,2545.859999999999,66.99631578947367
2021-01-29,1,1,1,0.0,
2021-02-01,31,29,29,721.83,42.46058823529412
2021-02-02,27,22,22,476.96000000000004,36.689230769230775
2021-02-03,41,34,34,1556.3700000000003,53.66793103448277
2021-02-04,50,40,40,1175.0500000000002,43.52037037037038
2021-02-05,25,22,22,475.36000000000007,33.95428571428572
2021-02-06,34,28,28,1055.4799999999998,52.77399999999999
2021-02-07,30,24,24,891.6700000000001,44.5835
2021-02-08,42,35,35,1099.76,49.98909090909091
2021-02-09,58,46,46,2100.55,52.51375
2021-02-10,44,35,35,1245.4800000000005,47.90307692307694
2021-02-11,61,45,45,1502.5000000000007,34.14772727272729
2021-02-12,54,39,39,1357.2299999999998,38.77799999999999
2021-02-13,43,34,34,1302.91,56.64826086956522
2021-02-14,33,30,30,867.1499999999999,48.17499999999999
2021-02-15,45,36,36,1398.24,53.77846153846154
2021-02-16,50,41,41,1740.15,52.731818181818184
2021-02-17,52,38,38,1868.1800000000003,53.37657142857144
2021-02-18,44,38,38,946.5699999999998,45.0747619047619
2021-02-19,54,40,40,1775.9699999999996,49.33249999999999
2021-02-20,42,34,34,1667.13,46.30916666666667
2021-02-21,45,38,38,1782.89,61.478965517241384
2021-02-22,44,35,35,1126.61,43.33115384615384
2021-02-23,30,24,24,1164.9800000000002,55.475238095238105
2021-02-24,42,26,26,1942.7800000000002,57.140588235294125
2021-02-25,33,28,28,665.09,39.12294117647059
2021-02-26,50,38,38,1830.3099999999993,53.83264705882351
2021-02-27,52,36,36,1767.5800000000002,46.51526315789474
2021-02-28,41,34,34,1572.3700000000001,58.23592592592593
2021-03-01,44,36,36,1401.83,46.727666666666664
2021-03-02,35,29,29,1134.9099999999996,51.58681818181817
2021-03-03,33,29,29,799.23,44.40166666666667
2021-03-04,44,30,30,1452.7499999999998,42.72794117647058
2021-03-05,63,45,45,1727.02,37.54391304347826
2021-03-06,32,30,30,990.14,49.507
2021-03-07,56,40,40,2121.7599999999998,46.12521739130434
2021-03-08,52,39,39,1828.2800000000007,46.878974358974375
2021-03-09,36,28,28,1623.2399999999998,70.57565217391303
2021-03-10,43,34,34,1259.2399999999998,40.62064516129031
2021-03-11,38,32,32,1100.24,45.843333333333334
2021-03-12,34,27,27,1055.66,52.783
2021-03-13,52,31,31,2213.0699999999993,53.97731707317072
2021-03-14,38,33,33,1121.21,48.74826086956522
2021-03-15,29,22,22,1253.02,65.94842105263157
2021-03-16,37,29,29,1671.71,57.645172413793105
2021-03-17,48,38,38,1812.1499999999999,54.91363636363636
2021-03-18,46,36,36,1286.48,44.36137931034483
2021-03-19,39,28,28,1457.5,53.98148148148148
2021-03-20,39,28,28,1536.0800000000004,45.17882352941177
2021-03-21,48,39,38,1114.8300000000002,41.290000000000006
2021-03-22,41,36,36,1437.5099999999998,59.89624999999999
2021-03-23,56,47,47,1919.0200000000002,56.441764705882356
2021-03-24,62,47,47,2111.4999999999995,49.10465116279069
2021-03-25,43,35,35,1476.24,50.9048275862069
2021-03-26,56,43,43,1661.84,42.611282051282046
2021-03-27,42,32,32,1564.13,50.45580645161291
2021-03-28,66,52,52,2404.6600000000008,53.43688888888891
2021-03-29,2,2,2,0.0,
2021-04-01,37,29,29,1061.4899999999998,48.24954545454545
2021-04-02,40,27,27,1484.27,47.87967741935484
2021-04-03,33,27,27,915.5399999999998,48.186315789473674
2021-04-04,26,24,24,1049.54,55.23894736842105
2021-04-05,39,30,30,1540.2800000000004,49.68645161290324
2021-04-06,45,35,35,1325.49,49.092222222222226
2021-04-07,38,30,30,1165.9499999999998,43.18333333333333
2021-04-08,40,27,27,1565.2899999999995,53.97551724137929
2021-04-09,43,35,35,1435.8100000000002,53.17814814814815
2021-04-10,54,38,38,2306.5100000000007,65.90028571428573
2021-04-11,30,23,23,1213.5899999999997,57.789999999999985
2021-04-12,39,30,30,863.5300000000002,35.98041666666668
2021-04-13,49,36,36,2035.0,58.142857142857146
2021-04-14,35,27,27,1087.13,41.81269230769231
2021-04-15,44,37,37,1240.4599999999998,51.68583333333333
2021-04-16,39,32,32,1063.1100000000001,46.222173913043484
2021-04-17,41,27,27,2170.5200000000004,77.51857142857145
2021-04-18,31,29,29,1003.19,52.79947368421053
2021-04-19,51,37,37,1156.7199999999996,35.0521212121212
2021-04-20,40,35,35,769.7199999999998,34.98727272727272
2021-04-21,58,44,44,2204.8700000000003,52.49690476190477
2021-04-22,38,29,29,1499.04,57.65538461538461
2021-04-23,53,39,39,1831.8800000000003,50.88555555555556
2021-04-24,26,24,24,1015.1600000000001,59.71529411764706
2021-04-25,46,35,35,1284.6,45.878571428571426
2021-04-26,36,29,29,1344.85,51.724999999999994
2021-04-27,44,33,33,1644.1000000000001,56.69310344827586
2021-04-28,46,36,36,1659.9899999999998,47.42828571428571
2021-05-01,46,38,38,1259.46,44.980714285714285
2021-05-02,45,32,32,1878.2899999999997,67.0817857142857
2021-05-03,40,28,28,1457.2200000000005,50.248965517241395
2021-05-04,42,34,34,1278.4,44.08275862068966
2021-05-05,61,43,43,2343.460000000001,54.49906976744188
2021-05-06,40,34,34,1529.0099999999998,58.80807692307691
2021-05-07,47,39,39,1181.73,45.451153846153844
2021-05-08,34,29,29,838.7400000000001,44.144210526315796
2021-05-09,53,35,35,1543.799999999999,39.58461538461536
2021-05-10,33,31,31,981.1900000000002,49.05950000000001
2021-05-11,42,31,31,1447.3999999999996,53.60740740740739
2021-05-12,48,33,33,1346.66,40.80787878787879
2021-05-13,39,33,33,1348.7300000000002,51.87423076923078
2021-05-14,56,43,43,1693.5599999999997,48.387428571428565
2021-05-15,32,28,28,1292.3700000000006,49.706538461538486
2021-05-16,46,37,37,1456.6800000000003,50.230344827586215
2021-05-17,31,25,25,980.8300000000002,57.69588235294118
2021-05-18,22,19,19,755.26,53.94714285714286
2021-05-19,29,25,25,728.3499999999998,36.41749999999999
2021-05-20,48,40,40,1342.52,51.635384615384616
2021-05-21,49,37,37,1782.1100000000006,48.16513513513515
2021-05-22,45,35,35,1503.3199999999997,55.67851851851851
2021-05-23,36,29,29,1639.35,54.644999999999996
2021-05-24,41,33,33,1331.0599999999997,57.87217391304347
2021-05-25,54,40,40,1907.77,52.99361111111111
2021-05-26,39,29,29,1859.04,61.967999999999996
2021-05-27,33,29,29,896.88,40.767272727272726
2021-05-28,51,40,40,1872.7199999999998,52.019999999999996
2021-06-01,47,39,39,1257.8700000000003,44.92392857142858
2021-06-02,40,26,26,994.5000000000001,34.293103448275865
2021-06-03,42,33,33,1495.1599999999994,51.55724137931033
2021-06-04,50,40,40,1583.86,47.99575757575757
2021-06-05,41,35,35,941.23,34.86037037037037
2021-06-06,39,29,29,1342.94,44.76466666666667
2021-06-07,43,33,33,1808.8400000000001,54.81333333333334
2021-06-08,34,25,25,797.77,34.68565217391304
2021-06-09,43,30,30,2127.1299999999997,68.61709677419354
2021-06-10,40,33,33,1026.06,41.0424
2021-06-11,44,34,34,1053.6300000000003,36.33206896551725
2021-06-12,37,30,30,1061.45,40.825
